Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2026-01-13,69810,3300.0,3329.0,3265.0,3308.0,0,0,7518400.0,24861976400.0,1.0,3300.0,3329.0,3265.0,3308.0,7518400.0
2026-01-14,69810,3307.0,3485.0,3300.0,3445.0,0,0,8989600.0,30665352200.0,1.0,3307.0,3485.0,3300.0,3445.0,8989600.0
2026-01-15,69810,3384.0,3428.0,3358.0,3400.0,0,0,6619000.0,22481680300.0,1.0,3384.0,3428.0,3358.0,3400.0,6619000.0
2026-01-16,69810,3363.0,3432.0,3357.0,3414.0,0,0,5507200.0,18772190400.0,1.0,3363.0,3432.0,3357.0,3414.0,5507200.0
2026-01-19,69810,3400.0,3448.0,3343.0,3433.0,0,0,4604000.0,15700411300.0,1.0,3400.0,3448.0,3343.0,3433.0,4604000.0
2026-01-20,69810,3388.0,3407.0,3299.0,3306.0,0,0,6454100.0,21469232200.0,1.0,3388.0,3407.0,3299.0,3306.0,6454100.0
2026-01-21,69810,3257.0,3307.0,3250.0,3300.0,0,0,6352000.0,20897602700.0,1.0,3257.0,3307.0,3250.0,3300.0,6352000.0
2026-01-22,69810,3370.0,3373.0,3312.0,3334.0,0,0,7140600.0,23871172700.0,1.0,3370.0,3373.0,3312.0,3334.0,7140600.0
2026-01-23,69810,3370.0,3385.0,3319.0,3332.0,0,0,5764500.0,19256242400.0,1.0,3370.0,3385.0,3319.0,3332.0,5764500.0
2026-01-26,69810,3212.0,3230.0,3171.0,3179.0,0,0,9111100.0,29057592000.0,1.0,3212.0,3230.0,3171.0,3179.0,9111100.0
2026-01-27,69810,3191.0,3235.0,3147.0,3228.0,0,0,6826500.0,21918044800.0,1.0,3191.0,3235.0,3147.0,3228.0,6826500.0
2026-01-28,69810,3180.0,3200.0,3152.0,3187.0,0,0,5550300.0,17644363900.0,1.0,3180.0,3200.0,3152.0,3187.0,5550300.0
2026-01-29,69810,3157.0,3164.0,3075.0,3135.0,0,0,6939700.0,21717077900.0,1.0,3157.0,3164.0,3075.0,3135.0,6939700.0
2026-01-30,69810,3086.0,3153.0,3085.0,3136.0,0,0,8112400.0,25396247800.0,1.0,3086.0,3153.0,3085.0,3136.0,8112400.0
2026-02-02,69810,3242.0,3256.0,2821.5,3085.0,0,0,22724900.0,70408026700.0,1.0,3242.0,3256.0,2821.5,3085.0,22724900.0
2026-02-03,69810,3179.0,3347.0,3158.0,3318.0,0,0,15892100.0,52164095800.0,1.0,3179.0,3347.0,3158.0,3318.0,15892100.0
2026-02-04,69810,3260.0,3326.0,3229.0,3322.0,0,0,6733400.0,22143254600.0,1.0,3260.0,3326.0,3229.0,3322.0,6733400.0
2026-02-05,69810,3300.0,3311.0,3227.0,3285.0,0,0,6914900.0,22683267100.0,1.0,3300.0,3311.0,3227.0,3285.0,6914900.0
2026-02-06,69810,3204.0,3238.0,3150.0,3217.0,0,0,8298000.0,26586632800.0,1.0,3204.0,3238.0,3150.0,3217.0,8298000.0
2026-02-09,69810,3392.0,3412.0,3263.0,3269.0,0,0,9466800.0,31390492000.0,1.0,3392.0,3412.0,3263.0,3269.0,9466800.0
2026-02-10,69810,3306.0,3327.0,3279.0,3319.0,0,0,9437600.0,31216140000.0,1.0,3306.0,3327.0,3279.0,3319.0,9437600.0
2026-02-12,69810,3307.0,3334.0,3269.0,3295.0,0,0,6355200.0,20927128200.0,1.0,3307.0,3334.0,3269.0,3295.0,6355200.0
2026-02-13,69810,3225.0,3306.0,3220.0,3259.0,0,0,8003200.0,26058809200.0,1.0,3225.0,3306.0,3220.0,3259.0,8003200.0
2026-02-16,69810,3315.0,3328.0,3246.0,3283.0,0,0,6229200.0,20461686000.0,1.0,3315.0,3328.0,3246.0,3283.0,6229200.0
2026-02-17,69810,3282.0,3585.0,3238.0,3509.0,0,0,14452600.0,49188867200.0,1.0,3282.0,3585.0,3238.0,3509.0,14452600.0
2026-02-18,69810,3579.0,3627.0,3444.0,3610.0,0,0,17846700.0,63714778000.0,1.0,3579.0,3627.0,3444.0,3610.0,17846700.0
2026-02-19,69810,3650.0,3725.0,3588.0,3666.0,0,0,10535700.0,38502370100.0,1.0,3650.0,3725.0,3588.0,3666.0,10535700.0
2026-02-20,69810,3722.0,3753.0,3647.0,3675.0,0,0,10215100.0,37717640500.0,1.0,3722.0,3753.0,3647.0,3675.0,10215100.0
2026-02-24,69810,3800.0,4056.0,3751.0,4045.0,0,0,20183100.0,79648576600.0,1.0,3800.0,4056.0,3751.0,4045.0,20183100.0
2026-02-25,69810,4010.0,4230.0,3993.0,4223.0,0,0,17734800.0,73716904600.0,1.0,4010.0,4230.0,3993.0,4223.0,17734800.0
2026-02-26,69810,4241.0,4322.0,4079.0,4088.0,0,0,12962200.0,53901893200.0,1.0,4241.0,4322.0,4079.0,4088.0,12962200.0
2026-02-27,69810,3985.0,4123.0,3966.0,4108.0,0,0,11789000.0,47905970300.0,1.0,3985.0,4123.0,3966.0,4108.0,11789000.0
2026-03-02,69810,3918.0,4068.0,3906.0,4065.0,0,0,9616800.0,38623290000.0,1.0,3918.0,4068.0,3906.0,4065.0,9616800.0
2026-03-03,69810,3995.0,4005.0,3707.0,3730.0,0,0,15460500.0,58959285800.0,1.0,3995.0,4005.0,3707.0,3730.0,15460500.0
2026-03-04,69810,3600.0,3777.0,3572.0,3657.0,0,0,12101500.0,44215627500.0,1.0,3600.0,3777.0,3572.0,3657.0,12101500.0
