Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2026-01-13,278A0,3040.0,3060.0,2781.0,2861.0,0,0,680300.0,1975780200.0,1.0,3040.0,3060.0,2781.0,2861.0,680300.0
2026-01-14,278A0,2828.0,3000.0,2713.0,2776.0,0,0,426600.0,1206630100.0,1.0,2828.0,3000.0,2713.0,2776.0,426600.0
2026-01-15,278A0,2726.0,2999.0,2695.0,2823.0,0,0,639400.0,1835816000.0,1.0,2726.0,2999.0,2695.0,2823.0,639400.0
2026-01-16,278A0,2817.0,2830.0,2628.0,2663.0,0,0,349800.0,942295700.0,1.0,2817.0,2830.0,2628.0,2663.0,349800.0
2026-01-19,278A0,2655.0,2742.0,2624.0,2653.0,0,0,160900.0,430528300.0,1.0,2655.0,2742.0,2624.0,2653.0,160900.0
2026-01-20,278A0,2730.0,2741.0,2636.0,2636.0,0,0,141300.0,379655800.0,1.0,2730.0,2741.0,2636.0,2636.0,141300.0
2026-01-21,278A0,2600.0,2601.0,2515.0,2530.0,0,0,117000.0,298602500.0,1.0,2600.0,2601.0,2515.0,2530.0,117000.0
2026-01-22,278A0,2580.0,2766.0,2570.0,2700.0,0,0,177900.0,471012400.0,1.0,2580.0,2766.0,2570.0,2700.0,177900.0
2026-01-23,278A0,2650.0,2730.0,2592.0,2663.0,0,0,140700.0,375369900.0,1.0,2650.0,2730.0,2592.0,2663.0,140700.0
2026-01-26,278A0,2630.0,2742.0,2570.0,2653.0,0,0,122400.0,328422500.0,1.0,2630.0,2742.0,2570.0,2653.0,122400.0
2026-01-27,278A0,2653.0,2810.0,2588.0,2797.0,0,0,156300.0,425467200.0,1.0,2653.0,2810.0,2588.0,2797.0,156300.0
2026-01-28,278A0,2780.0,2780.0,2673.0,2685.0,0,0,88800.0,240716100.0,1.0,2780.0,2780.0,2673.0,2685.0,88800.0
2026-01-29,278A0,2680.0,2773.0,2607.0,2686.0,0,0,86100.0,232108600.0,1.0,2680.0,2773.0,2607.0,2686.0,86100.0
2026-01-30,278A0,2636.0,2721.0,2608.0,2675.0,0,0,84500.0,224252100.0,1.0,2636.0,2721.0,2608.0,2675.0,84500.0
2026-02-02,278A0,2678.0,2752.0,2650.0,2683.0,0,0,90500.0,245394300.0,1.0,2678.0,2752.0,2650.0,2683.0,90500.0
2026-02-03,278A0,2684.0,2723.0,2650.0,2705.0,0,0,94200.0,252635900.0,1.0,2684.0,2723.0,2650.0,2705.0,94200.0
2026-02-04,278A0,2668.0,2685.0,2580.0,2667.0,0,0,107600.0,283338400.0,1.0,2668.0,2685.0,2580.0,2667.0,107600.0
2026-02-05,278A0,2626.0,2720.0,2616.0,2714.0,0,0,84200.0,225854300.0,1.0,2626.0,2720.0,2616.0,2714.0,84200.0
2026-02-06,278A0,2655.0,2777.0,2585.0,2747.0,0,0,148600.0,399849500.0,1.0,2655.0,2777.0,2585.0,2747.0,148600.0
2026-02-09,278A0,2800.0,2810.0,2707.0,2802.0,0,0,191000.0,530985300.0,1.0,2800.0,2810.0,2707.0,2802.0,191000.0
2026-02-10,278A0,2809.0,2925.0,2750.0,2794.0,0,0,218600.0,620937900.0,1.0,2809.0,2925.0,2750.0,2794.0,218600.0
2026-02-12,278A0,2767.0,2796.0,2653.0,2729.0,0,0,199100.0,543059100.0,1.0,2767.0,2796.0,2653.0,2729.0,199100.0
2026-02-13,278A0,2699.0,2758.0,2622.0,2638.0,0,0,96700.0,258391200.0,1.0,2699.0,2758.0,2622.0,2638.0,96700.0
2026-02-16,278A0,2617.0,2757.0,2606.0,2708.0,0,0,113700.0,306336600.0,1.0,2617.0,2757.0,2606.0,2708.0,113700.0
2026-02-17,278A0,2710.0,2710.0,2523.0,2527.0,0,0,117800.0,305387900.0,1.0,2710.0,2710.0,2523.0,2527.0,117800.0
2026-02-18,278A0,2527.0,2631.0,2481.0,2555.0,0,0,107800.0,275970100.0,1.0,2527.0,2631.0,2481.0,2555.0,107800.0
2026-02-19,278A0,2545.0,2582.0,2422.0,2443.0,0,0,104000.0,257240400.0,1.0,2545.0,2582.0,2422.0,2443.0,104000.0
2026-02-20,278A0,2492.0,2502.0,2392.0,2424.0,0,0,73300.0,178235100.0,1.0,2492.0,2502.0,2392.0,2424.0,73300.0
2026-02-24,278A0,2424.0,2439.0,2303.0,2303.0,0,0,96400.0,227182300.0,1.0,2424.0,2439.0,2303.0,2303.0,96400.0
2026-02-25,278A0,2303.0,2346.0,2284.0,2300.0,0,0,89700.0,207478300.0,1.0,2303.0,2346.0,2284.0,2300.0,89700.0
2026-02-26,278A0,2334.0,2408.0,2334.0,2408.0,0,0,67000.0,159300300.0,1.0,2334.0,2408.0,2334.0,2408.0,67000.0
2026-02-27,278A0,2407.0,2561.0,2407.0,2560.0,0,0,141900.0,352119400.0,1.0,2407.0,2561.0,2407.0,2560.0,141900.0
2026-03-02,278A0,2537.0,2774.0,2510.0,2741.0,0,0,310900.0,836195700.0,1.0,2537.0,2774.0,2510.0,2741.0,310900.0
2026-03-03,278A0,2741.0,2741.0,2429.0,2441.0,0,0,224800.0,577218700.0,1.0,2741.0,2741.0,2429.0,2441.0,224800.0
2026-03-04,278A0,2421.0,2502.0,2305.0,2305.0,0,0,133900.0,320202900.0,1.0,2421.0,2502.0,2305.0,2305.0,133900.0
2026-03-05,278A0,2397.0,2489.0,2380.0,2385.0,0,0,85900.0,208439100.0,1.0,2397.0,2489.0,2380.0,2385.0,85900.0
2026-03-06,278A0,2434.0,2580.0,2434.0,2554.0,0,0,117900.0,297961000.0,1.0,2434.0,2580.0,2434.0,2554.0,117900.0
2026-03-09,278A0,2454.0,2467.0,2357.0,2450.0,0,0,136000.0,329553500.0,1.0,2454.0,2467.0,2357.0,2450.0,136000.0
2026-03-10,278A0,2501.0,2624.0,2499.0,2610.0,0,0,118000.0,304335900.0,1.0,2501.0,2624.0,2499.0,2610.0,118000.0
2026-03-11,278A0,2610.0,2713.0,2588.0,2713.0,0,0,125300.0,336000600.0,1.0,2610.0,2713.0,2588.0,2713.0,125300.0
2026-03-12,278A0,2650.0,2676.0,2597.0,2640.0,0,0,71900.0,189241300.0,1.0,2650.0,2676.0,2597.0,2640.0,71900.0
2026-03-13,278A0,2590.0,2812.0,2590.0,2688.0,0,0,194300.0,531159600.0,1.0,2590.0,2812.0,2590.0,2688.0,194300.0
2026-03-16,278A0,2638.0,2678.0,2575.0,2624.0,0,0,162400.0,426527500.0,1.0,2638.0,2678.0,2575.0,2624.0,162400.0
2026-03-17,278A0,2921.0,3125.0,2858.0,3125.0,1,0,386000.0,1180378200.0,1.0,2921.0,3125.0,2858.0,3125.0,386000.0
2026-03-18,278A0,2980.0,3050.0,2843.0,2985.0,0,0,545300.0,1608981200.0,1.0,2980.0,3050.0,2843.0,2985.0,545300.0
