Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2026-01-06,60980,9300.0,9381.0,9000.0,9000.0,0,0,4456500.0,40707984900.0,1.0,9300.0,9381.0,9000.0,9000.0,4456500.0
2026-01-07,60980,9009.0,9381.0,8982.0,9310.0,0,0,4461600.0,41395520100.0,1.0,9009.0,9381.0,8982.0,9310.0,4461600.0
2026-01-08,60980,9234.0,9308.0,9202.0,9255.0,0,0,3551300.0,32860942900.0,1.0,9234.0,9308.0,9202.0,9255.0,3551300.0
2026-01-09,60980,9255.0,9373.0,9077.0,9332.0,0,0,4610900.0,42835833300.0,1.0,9255.0,9373.0,9077.0,9332.0,4610900.0
2026-01-13,60980,9524.0,9563.0,9121.0,9174.0,0,0,4836100.0,44908847400.0,1.0,9524.0,9563.0,9121.0,9174.0,4836100.0
2026-01-14,60980,9174.0,9224.0,9036.0,9097.0,0,0,3644200.0,33274090000.0,1.0,9174.0,9224.0,9036.0,9097.0,3644200.0
2026-01-15,60980,9097.0,9299.0,8997.0,9240.0,0,0,3387500.0,31109915000.0,1.0,9097.0,9299.0,8997.0,9240.0,3387500.0
2026-01-16,60980,9102.0,9288.0,9099.0,9191.0,0,0,3041000.0,27956213500.0,1.0,9102.0,9288.0,9099.0,9191.0,3041000.0
2026-01-19,60980,9269.0,9377.0,9191.0,9363.0,0,0,4037900.0,37535105500.0,1.0,9269.0,9377.0,9191.0,9363.0,4037900.0
2026-01-20,60980,8913.0,9077.0,8745.0,8773.0,0,0,6000800.0,53168685000.0,1.0,8913.0,9077.0,8745.0,8773.0,6000800.0
2026-01-21,60980,8674.0,8760.0,8438.0,8453.0,0,0,4563700.0,38965767000.0,1.0,8674.0,8760.0,8438.0,8453.0,4563700.0
2026-01-22,60980,8591.0,8706.0,8499.0,8499.0,0,0,4383800.0,37623069500.0,1.0,8591.0,8706.0,8499.0,8499.0,4383800.0
2026-01-23,60980,8564.0,8614.0,8425.0,8588.0,0,0,3900600.0,33333807600.0,1.0,8564.0,8614.0,8425.0,8588.0,3900600.0
2026-01-26,60980,8492.0,8500.0,8276.0,8368.0,0,0,4943400.0,41333205500.0,1.0,8492.0,8500.0,8276.0,8368.0,4943400.0
2026-01-27,60980,8440.0,8581.0,8310.0,8510.0,0,0,4094600.0,34698085600.0,1.0,8440.0,8581.0,8310.0,8510.0,4094600.0
2026-01-28,60980,8510.0,8576.0,8426.0,8459.0,0,0,4051700.0,34399748500.0,1.0,8510.0,8576.0,8426.0,8459.0,4051700.0
2026-01-29,60980,8200.0,8239.0,8150.0,8162.0,0,0,5181800.0,42412880500.0,1.0,8200.0,8239.0,8150.0,8162.0,5181800.0
2026-01-30,60980,8162.0,8178.0,8055.0,8100.0,0,0,6058500.0,49126167800.0,1.0,8162.0,8178.0,8055.0,8100.0,6058500.0
2026-02-02,60980,8200.0,8370.0,8108.0,8258.0,0,0,4345700.0,35922353200.0,1.0,8200.0,8370.0,8108.0,8258.0,4345700.0
2026-02-03,60980,8270.0,8419.0,8216.0,8344.0,0,0,6265400.0,52240987700.0,1.0,8270.0,8419.0,8216.0,8344.0,6265400.0
2026-02-04,60980,8051.0,8070.0,7501.0,7501.0,0,0,12449400.0,95022545600.0,1.0,8051.0,8070.0,7501.0,7501.0,12449400.0
2026-02-05,60980,7450.0,7467.0,7100.0,7150.0,0,0,9516500.0,68964184900.0,1.0,7450.0,7467.0,7100.0,7150.0,9516500.0
2026-02-06,60980,7000.0,7062.0,6794.0,7062.0,0,0,11113400.0,77487402000.0,1.0,7000.0,7062.0,6794.0,7062.0,11113400.0
2026-02-09,60980,7087.0,7218.0,7032.0,7153.0,0,0,8874300.0,63228227300.0,1.0,7087.0,7218.0,7032.0,7153.0,8874300.0
2026-02-10,60980,7571.0,7574.0,7279.0,7360.0,0,0,10987700.0,81310140400.0,1.0,7571.0,7574.0,7279.0,7360.0,10987700.0
2026-02-12,60980,7060.0,7230.0,6805.0,6805.0,0,0,13324800.0,92321800400.0,1.0,7060.0,7230.0,6805.0,6805.0,13324800.0
2026-02-13,60980,6305.0,6404.0,6120.0,6156.0,0,0,20343000.0,126611498900.0,1.0,6305.0,6404.0,6120.0,6156.0,20343000.0
2026-02-16,60980,6256.0,6375.0,6156.0,6365.0,0,0,11063800.0,69557522700.0,1.0,6256.0,6375.0,6156.0,6365.0,11063800.0
2026-02-17,60980,6165.0,6187.0,6040.0,6114.0,0,0,6923700.0,42343456700.0,1.0,6165.0,6187.0,6040.0,6114.0,6923700.0
2026-02-18,60980,6085.0,6327.0,6081.0,6327.0,0,0,6597800.0,41211721200.0,1.0,6085.0,6327.0,6081.0,6327.0,6597800.0
2026-02-19,60980,6427.0,6456.0,6223.0,6337.0,0,0,7780400.0,49268136500.0,1.0,6427.0,6456.0,6223.0,6337.0,7780400.0
2026-02-20,60980,6416.0,6425.0,6255.0,6284.0,0,0,6210800.0,39224243500.0,1.0,6416.0,6425.0,6255.0,6284.0,6210800.0
2026-02-24,60980,6180.0,6370.0,6085.0,6163.0,0,0,8607400.0,53301283800.0,1.0,6180.0,6370.0,6085.0,6163.0,8607400.0
2026-02-25,60980,6188.0,6343.0,6170.0,6290.0,0,0,10681900.0,66881901900.0,1.0,6188.0,6343.0,6170.0,6290.0,10681900.0
2026-02-26,60980,6550.0,6870.0,6510.0,6750.0,0,0,11504200.0,77651385200.0,1.0,6550.0,6870.0,6510.0,6750.0,11504200.0
2026-02-27,60980,6888.0,6966.0,6695.0,6866.0,0,0,10472600.0,71847982800.0,1.0,6888.0,6966.0,6695.0,6866.0,10472600.0
2026-03-02,60980,6774.0,6856.0,6638.0,6688.0,0,0,5554800.0,37296224500.0,1.0,6774.0,6856.0,6638.0,6688.0,5554800.0
2026-03-03,60980,6809.0,6876.0,6694.0,6784.0,0,0,9344200.0,63383438500.0,1.0,6809.0,6876.0,6694.0,6784.0,9344200.0
2026-03-04,60980,6831.0,6893.0,6682.0,6760.0,0,0,8212100.0,55749381500.0,1.0,6831.0,6893.0,6682.0,6760.0,8212100.0
2026-03-05,60980,7060.0,7122.0,6901.0,6925.0,0,0,8188400.0,57234448700.0,1.0,7060.0,7122.0,6901.0,6925.0,8188400.0
2026-03-06,60980,7095.0,7098.0,6959.0,7002.0,0,0,5538900.0,38924056800.0,1.0,7095.0,7098.0,6959.0,7002.0,5538900.0
2026-03-09,60980,6500.0,6722.0,6492.0,6700.0,0,0,7012200.0,46429951600.0,1.0,6500.0,6722.0,6492.0,6700.0,7012200.0
2026-03-10,60980,6724.0,6801.0,6506.0,6598.0,0,0,7625800.0,50568080900.0,1.0,6724.0,6801.0,6506.0,6598.0,7625800.0
2026-03-11,60980,6639.0,6680.0,6509.0,6528.0,0,0,5523300.0,36255580200.0,1.0,6639.0,6680.0,6509.0,6528.0,5523300.0
2026-03-12,60980,6463.0,6539.0,6411.0,6516.0,0,0,5971100.0,38712350900.0,1.0,6463.0,6539.0,6411.0,6516.0,5971100.0
2026-03-13,60980,6303.0,6514.0,6303.0,6514.0,0,0,5699100.0,36468329400.0,1.0,6303.0,6514.0,6303.0,6514.0,5699100.0
2026-03-16,60980,6523.0,6627.0,6413.0,6435.0,0,0,4375200.0,28347277200.0,1.0,6523.0,6627.0,6413.0,6435.0,4375200.0
2026-03-17,60980,6535.0,6593.0,6448.0,6565.0,0,0,3618100.0,23663339600.0,1.0,6535.0,6593.0,6448.0,6565.0,3618100.0
2026-03-18,60980,6465.0,6606.0,6438.0,6554.0,0,0,3958400.0,25921453300.0,1.0,6465.0,6606.0,6438.0,6554.0,3958400.0
2026-03-19,60980,6346.0,6452.0,6264.0,6332.0,0,0,7249300.0,45938309100.0,1.0,6346.0,6452.0,6264.0,6332.0,7249300.0
2026-03-23,60980,6150.0,6378.0,6132.0,6311.0,0,0,5830000.0,36606160000.0,1.0,6150.0,6378.0,6132.0,6311.0,5830000.0
2026-03-24,60980,6472.0,6539.0,6345.0,6539.0,0,0,5149600.0,33302053500.0,1.0,6472.0,6539.0,6345.0,6539.0,5149600.0
2026-03-25,60980,6463.0,6546.0,6366.0,6416.0,0,0,4694500.0,30213153200.0,1.0,6463.0,6546.0,6366.0,6416.0,4694500.0
2026-03-26,60980,6390.0,6472.0,6375.0,6399.0,0,0,4099700.0,26276926000.0,1.0,6390.0,6472.0,6375.0,6399.0,4099700.0
2026-03-27,60980,6451.0,6546.0,6418.0,6519.0,0,0,5746700.0,37379843500.0,1.0,6451.0,6546.0,6418.0,6519.0,5746700.0
2026-03-30,60980,6307.0,6340.0,6117.0,6316.0,0,0,6078400.0,38038312700.0,1.0,6307.0,6340.0,6117.0,6316.0,6078400.0
2026-03-31,60980,6405.0,6645.0,6396.0,6526.0,0,0,5989900.0,39142830400.0,1.0,6405.0,6645.0,6396.0,6526.0,5989900.0
2026-04-01,60980,7026.0,7145.0,6865.0,7145.0,0,0,10341400.0,73081996800.0,1.0,7026.0,7145.0,6865.0,7145.0,10341400.0
2026-04-02,60980,7088.0,7188.0,6896.0,6922.0,0,0,6708200.0,46961123600.0,1.0,7088.0,7188.0,6896.0,6922.0,6708200.0
2026-04-03,60980,7098.0,7128.0,6876.0,6942.0,0,0,4164100.0,29029598900.0,1.0,7098.0,7128.0,6876.0,6942.0,4164100.0
2026-04-06,60980,6914.0,7034.0,6909.0,6940.0,0,0,2722200.0,18929307500.0,1.0,6914.0,7034.0,6909.0,6940.0,2722200.0
2026-04-07,60980,6940.0,7077.0,6931.0,6977.0,0,0,3006200.0,21043010800.0,1.0,6940.0,7077.0,6931.0,6977.0,3006200.0
2026-04-08,60980,7305.0,7333.0,7201.0,7333.0,0,0,7226300.0,52757681600.0,1.0,7305.0,7333.0,7201.0,7333.0,7226300.0
2026-04-09,60980,7210.0,7284.0,7102.0,7179.0,0,0,5972300.0,42887677700.0,1.0,7210.0,7284.0,7102.0,7179.0,5972300.0
2026-04-10,60980,7035.0,7161.0,6995.0,7117.0,0,0,4598700.0,32566674200.0,1.0,7035.0,7161.0,6995.0,7117.0,4598700.0
2026-04-13,60980,6975.0,7113.0,6902.0,6996.0,0,0,4658000.0,32630912700.0,1.0,6975.0,7113.0,6902.0,6996.0,4658000.0
2026-04-14,60980,7096.0,7140.0,6985.0,7030.0,0,0,4450500.0,31344292800.0,1.0,7096.0,7140.0,6985.0,7030.0,4450500.0
2026-04-15,60980,6966.0,7163.0,6960.0,7163.0,0,0,4604200.0,32749684600.0,1.0,6966.0,7163.0,6960.0,7163.0,4604200.0
2026-04-16,60980,7327.0,7345.0,7241.0,7275.0,0,0,3896400.0,28400853700.0,1.0,7327.0,7345.0,7241.0,7275.0,3896400.0
2026-04-17,60980,7300.0,7614.0,7270.0,7524.0,0,0,6301300.0,47338554600.0,1.0,7300.0,7614.0,7270.0,7524.0,6301300.0
2026-04-20,60980,7524.0,7627.0,7482.0,7625.0,0,0,4445700.0,33751627700.0,1.0,7524.0,7627.0,7482.0,7625.0,4445700.0
2026-04-21,60980,7620.0,7860.0,7572.0,7853.0,0,0,5620900.0,43745907500.0,1.0,7620.0,7860.0,7572.0,7853.0,5620900.0
2026-04-22,60980,7853.0,8011.0,7826.0,7953.0,0,0,6754900.0,53598495300.0,1.0,7853.0,8011.0,7826.0,7953.0,6754900.0
2026-04-23,60980,7567.0,7682.0,7382.0,7561.0,0,0,8410200.0,63629837900.0,1.0,7567.0,7682.0,7382.0,7561.0,8410200.0
2026-04-24,60980,7380.0,7451.0,7211.0,7308.0,0,0,5591600.0,40937194600.0,1.0,7380.0,7451.0,7211.0,7308.0,5591600.0
2026-04-27,60980,7340.0,7435.0,7273.0,7302.0,0,0,3826700.0,28091057000.0,1.0,7340.0,7435.0,7273.0,7302.0,3826700.0
2026-04-28,60980,7452.0,7481.0,7324.0,7464.0,0,0,11715500.0,87325169000.0,1.0,7452.0,7481.0,7324.0,7464.0,11715500.0
2026-04-30,60980,7164.0,7400.0,7102.0,7303.0,0,0,7038100.0,51117565500.0,1.0,7164.0,7400.0,7102.0,7303.0,7038100.0
2026-05-01,60980,7204.0,7387.0,7163.0,7361.0,0,0,3535400.0,25928837200.0,1.0,7204.0,7387.0,7163.0,7361.0,3535400.0
