Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2026-01-06,45020,4889.0,4919.0,4863.0,4913.0,0,0,4707800.0,23047270200.0,1.0,4889.0,4919.0,4863.0,4913.0,4707800.0
2026-01-07,45020,4913.0,4975.0,4883.0,4952.0,0,0,5151500.0,25491549100.0,1.0,4913.0,4975.0,4883.0,4952.0,5151500.0
2026-01-08,45020,4999.0,5089.0,4987.0,5087.0,0,0,6317000.0,31944401400.0,1.0,4999.0,5089.0,4987.0,5087.0,6317000.0
2026-01-09,45020,5065.0,5098.0,5019.0,5080.0,0,0,5141400.0,26051847000.0,1.0,5065.0,5098.0,5019.0,5080.0,5141400.0
2026-01-13,45020,5129.0,5153.0,5020.0,5020.0,0,0,7292300.0,36904691300.0,1.0,5129.0,5153.0,5020.0,5020.0,7292300.0
2026-01-14,45020,5070.0,5196.0,5068.0,5150.0,0,0,7101100.0,36542446700.0,1.0,5070.0,5196.0,5068.0,5150.0,7101100.0
2026-01-15,45020,5215.0,5230.0,5152.0,5176.0,0,0,5400000.0,28019565000.0,1.0,5215.0,5230.0,5152.0,5176.0,5400000.0
2026-01-16,45020,5101.0,5122.0,5034.0,5073.0,0,0,4985200.0,25292234000.0,1.0,5101.0,5122.0,5034.0,5073.0,4985200.0
2026-01-19,45020,5070.0,5106.0,5048.0,5106.0,0,0,3666200.0,18649672700.0,1.0,5070.0,5106.0,5048.0,5106.0,3666200.0
2026-01-20,45020,5086.0,5100.0,5030.0,5062.0,0,0,5335500.0,27053521900.0,1.0,5086.0,5100.0,5030.0,5062.0,5335500.0
2026-01-21,45020,5015.0,5062.0,4956.0,4974.0,0,0,6369600.0,31752479900.0,1.0,5015.0,5062.0,4956.0,4974.0,6369600.0
2026-01-22,45020,5053.0,5064.0,5002.0,5027.0,0,0,5853000.0,29433342400.0,1.0,5053.0,5064.0,5002.0,5027.0,5853000.0
2026-01-23,45020,5078.0,5124.0,5034.0,5116.0,0,0,4631200.0,23578403600.0,1.0,5078.0,5124.0,5034.0,5116.0,4631200.0
2026-01-26,45020,5050.0,5118.0,5046.0,5089.0,0,0,4177700.0,21221372200.0,1.0,5050.0,5118.0,5046.0,5089.0,4177700.0
2026-01-27,45020,5090.0,5145.0,5059.0,5130.0,0,0,4939200.0,25281467900.0,1.0,5090.0,5145.0,5059.0,5130.0,4939200.0
2026-01-28,45020,5103.0,5125.0,5059.0,5082.0,0,0,4706100.0,23947162800.0,1.0,5103.0,5125.0,5059.0,5082.0,4706100.0
2026-01-29,45020,5112.0,5154.0,5085.0,5153.0,0,0,6221200.0,31894754500.0,1.0,5112.0,5154.0,5085.0,5153.0,6221200.0
2026-01-30,45020,5226.0,5328.0,5213.0,5242.0,0,0,8948500.0,46987206900.0,1.0,5226.0,5328.0,5213.0,5242.0,8948500.0
2026-02-02,45020,5375.0,5401.0,5315.0,5342.0,0,0,6465400.0,34676310800.0,1.0,5375.0,5401.0,5315.0,5342.0,6465400.0
2026-02-03,45020,5399.0,5467.0,5372.0,5419.0,0,0,5962100.0,32374879100.0,1.0,5399.0,5467.0,5372.0,5419.0,5962100.0
2026-02-04,45020,5467.0,5494.0,5437.0,5488.0,0,0,4891900.0,26779500100.0,1.0,5467.0,5494.0,5437.0,5488.0,4891900.0
2026-02-05,45020,5515.0,5616.0,5441.0,5592.0,0,0,6752600.0,37597751800.0,1.0,5515.0,5616.0,5441.0,5592.0,6752600.0
2026-02-06,45020,5531.0,5548.0,5465.0,5517.0,0,0,4868100.0,26809826900.0,1.0,5531.0,5548.0,5465.0,5517.0,4868100.0
2026-02-09,45020,5640.0,5640.0,5491.0,5504.0,0,0,5755300.0,31900977100.0,1.0,5640.0,5640.0,5491.0,5504.0,5755300.0
2026-02-10,45020,5550.0,5613.0,5530.0,5581.0,0,0,5033900.0,28103588300.0,1.0,5550.0,5613.0,5530.0,5581.0,5033900.0
2026-02-12,45020,5602.0,5616.0,5563.0,5609.0,0,0,4501600.0,25200487200.0,1.0,5602.0,5616.0,5563.0,5609.0,4501600.0
2026-02-13,45020,5650.0,5650.0,5574.0,5614.0,0,0,5177800.0,29064564100.0,1.0,5650.0,5650.0,5574.0,5614.0,5177800.0
2026-02-16,45020,5640.0,5642.0,5530.0,5535.0,0,0,3806800.0,21176735300.0,1.0,5640.0,5642.0,5530.0,5535.0,3806800.0
2026-02-17,45020,5555.0,5582.0,5524.0,5557.0,0,0,2877200.0,15966033400.0,1.0,5555.0,5582.0,5524.0,5557.0,2877200.0
2026-02-18,45020,5611.0,5809.0,5607.0,5809.0,0,0,7302600.0,42025260800.0,1.0,5611.0,5809.0,5607.0,5809.0,7302600.0
2026-02-19,45020,5730.0,5830.0,5694.0,5815.0,0,0,5527000.0,31986582900.0,1.0,5730.0,5830.0,5694.0,5815.0,5527000.0
2026-02-20,45020,5800.0,5806.0,5755.0,5790.0,0,0,4349100.0,25175270600.0,1.0,5800.0,5806.0,5755.0,5790.0,4349100.0
2026-02-24,45020,5839.0,5840.0,5705.0,5818.0,0,0,4169500.0,24185644800.0,1.0,5839.0,5840.0,5705.0,5818.0,4169500.0
2026-02-25,45020,5844.0,5848.0,5736.0,5802.0,0,0,4863700.0,28160113300.0,1.0,5844.0,5848.0,5736.0,5802.0,4863700.0
2026-02-26,45020,5769.0,5800.0,5731.0,5731.0,0,0,5181000.0,29812343300.0,1.0,5769.0,5800.0,5731.0,5731.0,5181000.0
2026-02-27,45020,5725.0,5832.0,5716.0,5819.0,0,0,6683400.0,38771974200.0,1.0,5725.0,5832.0,5716.0,5819.0,6683400.0
